1913,31,29,30,31,35,31,30,35,32,41.0,43,50,39,38,33,38,49,45,39,37.0,48.0,30.0,29,37,43,40,32,30.0,29,32,,36.2,36.2
1914,34,44,43,48,40,39,41,31,31,40.0,39,41,45,38,44,31,31,34,49,42.0,28.0,41.0,45,35,33,36,53,53.0,62,38,,38.0,40.3
1915,41,47,43,35,34,41,45,38,30,40.0,47,47,39,34,40,45,45,45,47,47.0,30.0,36.0,42,37,45,44,44,42.0,33,31,,40.5,40.46666666666667
1916,40,39,39,22,40,36,36,42,43,43.0,37,31,32,38,33,33,38,32,39,36.0,32.0,32.0,31,27,48,43,45,37.0,37,37,,37.8,36.6
1917,28,30,32,37,41,33,41,34,35,32.0,31,35,32,32,30,30,32,31,34,37.0,38.0,34.0,42,33,41,41,37,33.0,31,36,,34.2,34.43333333333333
1918,31,24,23,30,33,42,42,45,46,36.0,40,38,30,29,29,33,35,31,36,42.0,50.0,42.0,33,35,31,36,42,50.0,42,39,,36.5,36.5
1919,36,39,35,38,31,34,35,31,32,36.0,32,30,25,31,31,39,45,42,44,36.0,34.0,28.0,45,45,40,41,45,48.0,43,39,,37.7,37.0
1920,24,24,25,28,43,30,38,37,39,37.0,37,37,34,37,32,32,32,34,38,29.0,29.0,30.0,32,32,34,39,52,43.0,36,39,,34.2,34.43333333333333
1921,32,26,29,31,35,27,31,44,43,28.0,25,27,29,27,28,33,41,46,35,,,,34,41,42,34,37,39.0,34,30,,32.4,33.629629629629626
1922,39,38,37,26,33,34,33,28,32,33.0,28,26,25,28,36,30,30,33,35,38.0,41.0,36.0,33,34,35,39,38,31.0,34,37,,33.0,33.333333333333336
1923,42,40,40,40,41,37,36,37,35,38.0,46,38,34,30,43,48,39,37,32,33.0,32.0,34.0,38,37,36,40,42,37.0,30,33,,37.8,37.5
1924,34,42,43,39,39,39,43,34,34,44.0,40,40,41,31,36,30,33,36,28,34.0,36.0,36.0,31,25,30,34,38,49.0,39,41,,35.9,36.63333333333333
1925,39,39,45,44,43,38,40,43,48,50.0,46,44,41,32,47,44,39,35,37,32.0,34.0,38.0,36,35,32,32,33,36.0,41,53,,40.1,39.86666666666667
1926,28,28,32,35,32,28,31,43,39,43.0,41,45,40,45,49,52,49,50,46,42.0,39.0,40.0,31,38,44,46,48,54.0,53,48,,41.3,41.3
1977,35,36,34,35,36,36,32,31,32,29.0,30,35,33,36,33,32,32,28,25,20.0,31.0,43.0,43,44,53,47,40,37.0,39,36,,34.0,35.1
1928,33,38,34,31,33,29,28,29,46,34.0,33,37,35,38,37,40,35,37,34,33.0,33.0,46.0,36,44,42,46,43,38.0,35,42,,36.2,36.63333333333333
1929,26,32,36,33,28,26,28,29,28,26.0,33,30,33,40,33,40,33,33,40,41.0,37.0,37.0,37,35,34,42,45,45.0,40,34,,34.5,34.46666666666667
1930,33,37,41,34,41,44,49,44,40,33.0,37,40,48,45,40,37,36,41,44,45.0,50.0,50.0,47,45,39,47,41,39.0,37,35,,41.3,41.3
1931,35,29,31,28,44,45,44,34,32,40.0,38,30,37,36,32,32,38,28,28,30.0,35.0,30.0,30,33,38,44,45,42.0,42,47,,36.1,35.9
1932,45,41,33,36,34,31,38,35,34,38.0,45,48,48,42,34,48,38,38,41,32.0,33.0,35.0,36,39,39,44,38,42.0,42,40,,38.8,38.9
