1933,33,35,40,44,47,43,47,48,41,36,38,40,40,39,29,21,22,26,24,31,32,35,33,37,38,36,34,32,31,31,32,35.2,35.32258064516129,35.31875,35.318866080156404,35.31886266603415,35.3188627635805
1934,48,50,48,47,44,40,39,43,40,42,40,42,48,40,41,44,44,46,51,49,50,52,45,37,40,53,53,51,50,48,48,45.6,45.58064516129032,45.58125,45.58123167155425,45.58123221062618,45.581232195224125
1935,36,39,41,43,40,39,36,34,30,32,35,30,32,27,29,31,25,22,1,24,41,45,43,48,46,49,46,49,50,52,52,37.0,37.0,37.0,37.0,37.0,37.0
1936,41,44,41,45,37,35,36,38,39,44,42,42,40,40,45,39,34,34,34,36,37,39,33,41,34,31,29,28,20,20,20,35.8,36.064516129032256,36.05625,36.05650048875855,36.05649312144213,36.05649333193688
1937,18,26,35,36,16,6,1,9,16,21,20,20,24,29,34,24,24,21,9,3,10,14,17,18,26,28,30,30,14,12,17,19.41,19.61290322580645,19.6065625,19.60675464320625,19.606748991935483,19.60674915340036
1938,37,37,29,28,18,27,28,28,34,44,32,38,37,46,42,38,39,39,37,37,44,46,33,37,37,41,42,45,31,21,39,36.13,35.83870967741935,35.8478125,35.8475366568915,35.8475447699241,35.84754453812317
1939,51,48,41,37,34,36,38,36,37,39,42,39,41,41,36,33,39,44,44,40,37,38,40,42,37,39,40,39,40,36,30,39.13,39.16129032258065,39.1603125,39.160342130987296,39.16034125948767,39.16034128438766
1940,48,51,44,23,40,32,35,33,38,38,30,31,35,37,43,42,39,26,25,31,28,35,31,22,36,41,48,30,50,49,49,38.1,36.774193548387096,36.815625,36.814369501466274,36.814406427893736,36.814405372852946
1941,29,29,30,28,32,36,35,39,41,41,42,40,38,36,35,35,39,41,46,34,39,34,36,44,44,44,44,47,45,48,46,38.6,38.61290322580645,38.6125,38.61251221896383,38.61251185958253,38.61251186985057
1942,12,15,12,12,13,14,19,24,28,38,32,32,36,31,31,29,35,34,35,35,37,42,41,45,44,43,40,35,36,35,40,30.8,30.806451612903224,30.80625,30.806256109481915,30.80625592979127,30.80625593492529
1943,38,31,28,37,33,35,28,24,23,27,23,28,38,48,48,19,6,13,24,32,24,22,10,20,27,38,38,33,33,24,25,28.3,28.29032258064516,28.290625,28.290615835777125,28.29061610531309,28.290616097612062
1944,39,41,35,32,32,30,33,35,34,27,35,40,44,44,38,43,49,44,49,46,45,45,43,37,33,33,30,33,30,34,33,37.6,37.61290322580645,37.6125,37.61251221896383,37.61251185958253,37.61251186985057
1945,35,37,35,40,42,54,52,46,50,43,6,55,55,40,37,38,35,35,34,29,30,31,30,26,31,27,25,25,25,36,36,37.3,36.12903225806452,36.165625,36.16451612903226,36.16454874288426,36.16454781105991
1946,47,46,41,45,38,34,35,35,35,24,30,32,30,35,35,37,40,44,38,36,40,39,39,38,30,30,34,33,29,35,35,36.4,36.096774193548384,36.10625,36.105962854349954,36.10597129981025,36.10597105851138
1947,23,20,21,24,30,29,34,35,42,39,32,29,25,9,24,28,31,41,34,37,38,45,47,44,48,35,32,30,32,28,35,32.3,32.29032258064516,32.290625,32.290615835777125,32.29061610531309,32.290616097612066
1948,31,42,39,36,42,45,45,39,38,37,33,29,30,33,31,24,23,25,30,28,42,43,42,37,33,28,31,35,31,35,31,34.4,34.45161290322581,34.45,34.45004887585533,34.450047438330174,34.45004747940232
1949,33,29,9,15,12,27,34,40,19,11,5,6,10,11,16,16,28,30,23,20,16,26,22,24,7,18,21,15,19,23,22,19.7,19.580645161290324,19.584375,19.58426197458456,19.58426529886148,19.584265203882143
1950,34,38,17,12,9,26,36,35,34,39,40,28,26,24,10,12,8,10,5,41,42,43,41,33,18,18,13,8,6,5,3,23.0,23.032258064516128,23.03125,23.03128054740958,23.03127964895636,23.031279674626447
1951,36,37,40,35,34,31,32,31,32,34,34,36,36,43,46,48,41,36,36,33,35,40,35,37,45,46,40,23,14,21,14,34.9,34.87096774193548,34.871875,34.87184750733138,34.87184831593928,34.8718482928362
1952,15,9,20,21,24,29,30,37,34,34,34,32,32,32,36,34,23,29,33,33,35,28,27,34,35,39,40,40,39,40,43,31.1,31.32258064516129,31.315625,31.3158357771261,31.315829577798866,31.315829754922497
