1913,19,31,34,34,34,34,30,36,29.0,34,29,29,24,12,22.0,30,38,36,24,10,13,26,26,21,7,13,27,32,37,35,33,27.0,27.06451612903226,27.0625,27.06256109481916
1914,36,32,30,35,31,36,35,40,33.0,35,34,39,42,31,37.0,38,36,38,33,38,30,30,31,34,38,44,30,32,40,34,33,35.5,35.0,35.015625,35.015151515151516
1915,33,35,32,33,31,30,30,42,32.0,34,34,34,35,41,42.0,33,39,36,32,35,39,38,46,38,34,29,42,47,40,30,38,35.9,35.935483870967744,35.934375,35.93440860215054
1916,25,23,35,29,26,29,32,36,40.0,40,41,41,30,27,33.0,38,40,37,40,42,33,33,29,28,32,41,34,32,30,32,40,33.8,33.806451612903224,33.80625,33.806256109481915
1917,8,15,9,25,27,21,22,28,23.0,25,15,17,26,28,23.0,19,28,25,31,27,29,29,33,33,24,12,32,30,32,26,27,24.3,24.161290322580644,24.165625,24.165493646138806
1918,32,32,27,25,27,15,26,26,21.0,30,33,37,29,28,32.0,37,45,40,32,37,34,41,34,44,26,39,35,39,39,42,36,32.8,32.903225806451616,32.9,32.90009775171065
1919,30,38,34,32,30,23,29,22,28.0,28,35,30,38,31,29.0,33,36,37,33,37,32,33,34,30,28,32,35,39,39,48,39,32.9,32.96774193548387,32.965625,32.96568914956012
1920,26,31,31,32,32,19,28,32,38.0,31,32,32,43,28,25.0,24,24,31,32,35,40,36,34,32,30,28,27,30,34,28,21,30.5,30.516129032258064,30.515625,30.51564027370479
1921,41,34,41,35,28,33,32,30,32.0,32,25,23,25,24,24.0,37,41,36,26,25,32,39,36,38,32,27,30,32,55,27,31,31.8,32.354838709677416,32.3375,32.33802541544477
1922,13,23,30,29,27,14,20,27,,30,29,26,29,23,31.0,34,27,36,37,29,37,32,30,29,25,27,28,34,32,37,39,28.0,28.8,28.774193548387096,28.775
1923,31,23,20,21,27,33,29,27,25.0,36,31,29,27,25,28.0,31,30,34,33,27,28,29,32,33,30,33,37,38,39,41,46,30.5,30.741935483870968,30.734375,30.734604105571847
1924,33,36,34,30,33,30,29,28,32.0,29,29,30,33,35,31.0,28,32,29,32,31,28,29,25,32,28,30,31,32,26,25,30,30.4,30.32258064516129,30.325,30.324926686217008
1925,35,40,36,40,32,32,29,31,31.0,28,25,29,39,32,37.0,33,33,31,33,37,37,35,31,37,36,28,37,30,30,40,35,33.0,33.516129032258064,33.5,33.500488758553274
1926,35,35,35,34,26,29,29,35,35.0,32,36,43,42,38,41.0,41,37,34,33,36,31,37,37,30,30,29,29,30,30,31,35,33.6,34.03225806451613,34.01875,34.019159335288364
1927,24,36,34,32,31,32,30,29,28.0,30,28,38,35,30,28.0,29,30,29,31,32,34,31,33,29,28,36,31,34,29,35,32,31.4,31.225806451612904,31.23125,31.231085043988266
1928,25,25,28,28,38,40,40,41,40.0,38,34,30,30,28,28.0,36,34,35,40,46,44,38,38,34,32,33,33,33,35,38,38,34.7,34.83870967741935,34.834375,34.834506353861194
1929,31,35,37,34,32,30,34,31,39.0,36,29,36,30,30,31.0,34,32,36,31,37,32,28,31,38,31,35,42,30,25,24,29,31.9,32.58064516129032,32.559375,32.56001955034213
1930,18,20,29,35,34,28,29,31,34.0,31,35,35,30,29,31.0,29,29,32,45,31,40,36,32,32,42,35,37,41,43,36,31,32.9,32.903225806451616,32.903125,32.90312805474096
1931,34,35,33,24,20,24,22,35,31.0,34,33,36,31,30,38.0,32,32,39,38,41,41,31,30,29,25,16,17,29,30,32,37,30.6,30.93548387096774,30.925,30.92531769305963
1932,31,31,22,17,24,30,31,25,22.0,27,24,25,36,36,34.0,34,36,40,41,32,34,31,35,43,36,34,36,40,33,39,41,32.0,32.25806451612903,32.25,32.25024437927664
